10,,,,,,,";EMERGENCY PRESSED",,"AJ23002","50.00KG","1","SIDHANTH","TRIAL 02","RMG-100L-2-PVII","RMG-100L-2-PVII","2023-12-27 13:42:15.1520000","START",,,,"2023-12-27 15:14:34"
350,,,,,,,";CO MILL SEAL PRESSURE ERROR",,"TRIAL","NA","0","NA","NA","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-09-17 17:18:49.0070000","STOP",,,,"2024-09-17 22:48:47"
183,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 05:24:26.5830000","STOP",,,,"2024-05-18 10:54:24"
11,,,,,,,";EMERGENCY PRESSED",,"AJ23002","50.00KG","1","SIDHANTH","TRIAL 02","RMG-100L-2-PVII","RMG-100L-2-PVII","2023-12-27 13:42:15.1770000","START",,,,"2023-12-27 15:14:37"
351,,,,,,,";CO MILL SEAL PRESSURE ERROR",,"TRIAL","NA","0","NA","NA","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-09-17 17:19:19.0120000","STOP",,,,"2024-09-17 22:49:17"
184,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 05:24:56.4540000","STOP",,,,"2024-05-18 10:54:54"
12,,,,,,,";EMERGENCY PRESSED",,"AJ23002","50.00KG","1","SIDHANTH","TRIAL 02","RMG-100L-2-PVII","RMG-100L-2-PVII","2023-12-27 13:42:15.2010000","START",,,,"2023-12-27 15:24:17"
352,,,,,,,";CO MILL SEAL PRESSURE ERROR",,"TRIAL","NA","0","NA","NA","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-09-17 17:19:49.0120000","STOP",,,,"2024-09-17 22:49:47"
185,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 05:25:26.4800000","STOP",,,,"2024-05-18 10:55:24"
13,,,,,,,";EMERGENCY PRESSED",,"AJ23002","50.00KG","1","SIDHANTH","TRIAL 02","RMG-100L-2-PVII","RMG-100L-2-PVII","2023-12-27 13:42:15.2260000","START",,,,"2023-12-27 15:24:20"
353,,,,,,,";CO MILL SEAL PRESSURE ERROR",,"TRIAL","NA","0","NA","NA","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-09-17 17:20:19.0620000","STOP",,,,"2024-09-17 22:50:17"
14,,,,,,,";EMERGENCY PRESSED",,"AJ23002","50.00KG","1","SIDHANTH","TRIAL 02","RMG-100L-2-PVII","RMG-100L-2-PVII","2023-12-27 13:42:15.2490000","START",,,,"2023-12-27 15:24:23"
354,,,,,,,";CO MILL SEAL PRESSURE ERROR",,"TRIAL","NA","0","NA","NA","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-09-17 17:20:49.0320000","STOP",,,,"2024-09-17 22:50:47"
15,,,,,,,";EMERGENCY PRESSED",,"AJ23002","50.00KG","1","SIDHANTH","TRIAL 02","RMG-100L-2-PVII","RMG-100L-2-PVII","2023-12-27 13:42:15.2880000","START",,,,"2023-12-27 15:24:26"
186,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 05:25:56.4460000","STOP",,,,"2024-05-18 10:55:54"
355,,,,,,,";CO MILL SEAL PRESSURE ERROR",,"TRIAL","NA","0","NA","NA","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-09-17 17:21:19.0970000","STOP",,,,"2024-09-17 22:51:17"
16,,,,,,,";EMERGENCY PRESSED",,"AJ23002","50.00KG","1","SIDHANTH","TRIAL 02","RMG-100L-2-PVII","RMG-100L-2-PVII","2023-12-27 13:42:15.3210000","START",,,,"2023-12-27 15:24:29"
356,,,,,,,";CO MILL SEAL PRESSURE ERROR",,"TRIAL","NA","0","NA","NA","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-09-17 17:21:49.0620000","STOP",,,,"2024-09-17 22:51:47"
187,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 05:26:26.4820000","STOP",,,,"2024-05-18 10:56:24"
188,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 05:26:56.5250000","STOP",,,,"2024-05-18 10:56:54"
357,,,,,,,";CO MILL SEAL PRESSURE ERROR",,"TRIAL","NA","0","NA","NA","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-09-17 17:22:19.0590000","STOP",,,,"2024-09-17 22:52:17"
17,,,,,,,";DISCHARGE NOT CLOSED",,"MA23003","100.00KG","0","VIN","TRIAL 03","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-01-04 11:46:24.3660000","STOP",,,,"2024-01-04 17:16:21"
189,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 05:27:26.5830000","STOP",,,,"2024-05-18 10:57:24"
358,,,,,,,";CO MILL SEAL PRESSURE ERROR",,"TRIAL","NA","0","NA","NA","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-09-17 17:22:49.0820000","STOP",,,,"2024-09-17 22:52:47"
18,,,,,,,";MAIN AIR PURGING MIN",,"ABCDEF","16.50KG","1","GULAN","TRIALRUN","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-01-22 01:37:07.4830000","STOP",,,,"2024-01-22 07:07:05"
190,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 05:27:56.5050000","STOP",,,,"2024-05-18 10:57:54"
359,,,,,,,";CO MILL SEAL PRESSURE ERROR",,"TRIAL","NA","0","NA","NA","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-09-17 17:23:19.1040000","STOP",,,,"2024-09-17 22:53:17"
19,,,,,,,";DISCHARGE NOT CLOSED",,"SCA24001","16.50KG","0","VINOTH","CALCIUM FOLINATE 15MG TABLETS","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-01-23 04:02:01.8310000","STOP",,,,"2024-01-23 09:31:59"
191,,,,,,,";DISCHARGE NOT CLOSED;MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 05:57:56.8890000","STOP",,,,"2024-05-18 11:27:55"
360,,,,,,,";CO MILL SEAL PRESSURE ERROR",,"TRIAL","NA","0","NA","NA","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-09-17 17:23:49.1150000","STOP",,,,"2024-09-17 22:53:47"
20,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 03:17:54.5300000","STOP",,,,"2024-05-18 08:47:52"
361,,,,,,,";CO MILL SEAL PRESSURE ERROR",,"TRIAL","NA","0","NA","NA","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-09-17 17:24:19.0860000","STOP",,,,"2024-09-17 22:54:17"
192,,,,,,,";DISCHARGE NOT CLOSED;MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 05:58:26.9650000","STOP",,,,"2024-05-18 11:28:25"
21,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 03:18:54.6050000","STOP",,,,"2024-05-18 08:48:52"
